cyclist_id,full_name,date_of_birth,nation,pcs_weight,pcs_height,pcs_link,cyclist_name_pcs
935,Cesar Augusto Ramirez,1967-11-16,Colombia,,,https://www.procyclingstats.com/rider/cesar-augusto-ramirez,AUGUSTO RAMIREZ Cesar
936,Cesar Fernandes,1967-12-23,Portugal,,,https://www.procyclingstats.com/rider/cesar-fernandes,FERNANDES Cesar
937,César Fonte,1986-12-10,Portugal,60.0,1.7,https://www.procyclingstats.com/rider/cesar-fonte,FONTE César
938,César García Calvo,1974-12-24,Spain,,,https://www.procyclingstats.com/rider/cesar-garcia-calvo,GARCÍA CALVO César
939,César Goyeneche,1974-08-26,Colombia,,,https://www.procyclingstats.com/rider/cesar-goyeneche,GOYENECHE César
940,Cesar Augusto Grajales,1973-05-06,Colombia,,,https://www.procyclingstats.com/rider/cesar-grajales,GRAJALES Cesar Augusto
941,César Miguel Pinto,1980-07-04,Portugal,,,https://www.procyclingstats.com/rider/cesar-pinto,PINTO César Miguel
942,César Solaun,1970-12-29,Spain,,,https://www.procyclingstats.com/rider/cesar-solaun,SOLAUN César
943,Cesare Benedetti,1987-08-03,Poland,63.0,1.7,https://www.procyclingstats.com/rider/cesare-benedetti,BENEDETTI Cesare
944,Cesare Cipollini,1958-12-16,Italy,,,https://www.procyclingstats.com/rider/cesare-cipollini,CIPOLLINI Cesare
945,Cesare Di Cintio,1976-12-18,Italy,,,https://www.procyclingstats.com/rider/cesare-di-cintio,DI CINTIO Cesare
946,Cezary Zamana,1967-11-14,Poland,74.0,1.85,https://www.procyclingstats.com/rider/cezary-zamana,ZAMANA Cezary
947,Chad Beyer,1986-08-15,United States,63.0,1.78,https://www.procyclingstats.com/rider/chad-beyer,BEYER Chad
948,Chad Campbell,1969-10-21,United States,,,https://www.procyclingstats.com/rider/chad-campbell,CAMPBELL Chad
949,Chad Gerlach,1973-07-13,United States,,,https://www.procyclingstats.com/rider/chad-gerlach,GERLACH Chad
950,Chad Haga,1988-08-26,United States,71.5,1.91,https://www.procyclingstats.com/rider/chad-haga,HAGA Chad
951,Chan Jae Jang,1989-01-06,South Korea,64.0,1.75,https://www.procyclingstats.com/rider/chan-jae-jang,JANG Chan Jae
952,Charles Carmila,1955-04-23,United States,,,https://www.procyclingstats.com/rider/charles-carmila,CARMILA Charles
953,Charles Guilbert,1972-05-15,France,,,https://www.procyclingstats.com/rider/charles-guilbert,GUILBERT Charles
954,Charles Jochums,1957-05-01,Belgium,,,https://www.procyclingstats.com/rider/charles-jochums,JOCHUMS Charles
955,Charles Planet,1993-10-30,France,71.0,1.79,https://www.procyclingstats.com/rider/charles-planet,PLANET Charles
956,Charles Wegelius,1978-04-26,Great Britain,62.0,1.8,https://www.procyclingstats.com/rider/charles-wegelius,WEGELIUS Charles
957,Charly Bérard,1959-09-27,France,,,https://www.procyclingstats.com/rider/charly-berard,BÉRARD Charly
958,Charly Mottet,1962-12-16,France,,1.64,https://www.procyclingstats.com/rider/charly-mottet,MOTTET Charly
959,Cheng Ji,1987-07-15,China,67.0,1.78,https://www.procyclingstats.com/rider/cheng-ji,JI Cheng
960,Chris Anker Sørensen,1984-09-05,Denmark,64.0,1.85,https://www.procyclingstats.com/rider/chris-anker-sorensen,SØRENSEN Chris Anker
961,Chris Barnsley,1971-08-26,New Zealand,,,https://www.procyclingstats.com/rider/chris-barnsley,BARNSLEY Chris
962,Chris Butler,1988-02-16,United States,61.0,1.8,https://www.procyclingstats.com/rider/chris-butler,BUTLER Chris
963,Chris Carmichael,1961-10-24,United States,,,https://www.procyclingstats.com/rider/chris-carmichael,CARMICHAEL Chris
964,Chris Deckers,1969-04-27,Belgium,,,https://www.procyclingstats.com/rider/chris-deckers,DECKERS Chris
965,Chris Fisher,1969-07-04,United States,,,https://www.procyclingstats.com/rider/chris-fisher,FISHER Chris
966,Chris Hamilton,1995-05-18,Australia,70.0,1.78,https://www.procyclingstats.com/rider/chris-hamilton,HAMILTON Chris
967,Chris Harper,1994-11-23,Australia,67.0,1.85,https://www.procyclingstats.com/rider/chris-harper,HARPER Chris
968,Chris Horner,1971-10-23,United States,70.0,1.8,https://www.procyclingstats.com/rider/chris-horner,HORNER Chris
969,Chris Huber,1960-09-21,United States,,,https://www.procyclingstats.com/rider/chris-huber,HUBER Chris
970,Chris Hunt,1956-08-27,Australia,,,https://www.procyclingstats.com/rider/chris-hunt,HUNT Chris
971,Chris Jackson,,Australia,,,https://www.procyclingstats.com/rider/chris-jackson1,JACKSON Chris
972,Chris Lillywhite,1966-06-15,Great Britain,,,https://www.procyclingstats.com/rider/chris-lillywhite,LILLYWHITE Chris
973,Chris Opie,1987-07-22,Great Britain,73.0,1.78,https://www.procyclingstats.com/rider/chris-opie,OPIE Chris
974,Chris Peers,1970-03-03,Belgium,73.0,1.84,https://www.procyclingstats.com/rider/chris-peers,PEERS Chris
975,Chris Pollin,1976-03-01,Belgium,,,https://www.procyclingstats.com/rider/chris-pollin,POLLIN Chris
976,Chris Pools,1961-10-12,Belgium,,,https://www.procyclingstats.com/rider/chris-pools,POOLS Chris
977,Chris Sheehan,1969-02-28,United States,,,https://www.procyclingstats.com/rider/chris-sheehan,SHEEHAN Chris
978,Chris Sutton,1984-09-10,Australia,67.0,1.76,https://www.procyclingstats.com/rider/chris-sutton,SUTTON Chris
979,Chris Tonge,1971-04-28,Great Britain,,,https://www.procyclingstats.com/rider/chris-tonge,TONGE Chris
980,Chris Vandyck,1966-02-02,Belarus,,,https://www.procyclingstats.com/rider/chris-vandyck,VANDYCK Chris
981,Chris Walker,1965-03-26,Great Britain,,,https://www.procyclingstats.com/rider/chris-walker,WALKER Chris
982,Chris Washkevich,1967-08-15,United States,,,https://www.procyclingstats.com/rider/chris-washkevich,WASHKEVICH Chris
983,Chris Wherry,1973-07-18,United States,,,https://www.procyclingstats.com/rider/chris-wherry,WHERRY Chris
984,Chris Wreghitt,1958-11-11,Great Britain,,,https://www.procyclingstats.com/rider/chris-wreghitt,WREGHITT Chris
985,Chris Yenkey,1973-04-20,United States,,,https://www.procyclingstats.com/rider/chris-yenkey,YENKEY Chris
986,Chris Young,1964-01-02,Great Britain,69.0,1.78,https://www.procyclingstats.com/rider/chris-young,YOUNG Chris
987,Christian Auriemma,1974-10-11,Italy,,,https://www.procyclingstats.com/rider/christian-auriemma,AURIEMMA Christian
988,Christian Charriere,1975-07-03,Switzerland,,,https://www.procyclingstats.com/rider/christian-charriere,CHARRIERE Christian
989,Christian Chaubet,1961-07-19,France,,,https://www.procyclingstats.com/rider/christian-chaubet,CHAUBET Christian
990,Christian Climent,1977-08-07,Spain,,,https://www.procyclingstats.com/rider/christian-climent,CLIMENT Christian
991,Christian Corre,1961-09-04,Belgium,,,https://www.procyclingstats.com/rider/christian-corre,CORRE Christian
992,Christian Dumont,1956-02-02,Belgium,,,https://www.procyclingstats.com/rider/christian-dumont,DUMONT Christian
993,Christian Hautekeete,1960-07-09,Belgium,,,https://www.procyclingstats.com/rider/christian-hautekeete,HAUTEKEETE Christian
994,Christian Heule,1975-04-02,Switzerland,,,https://www.procyclingstats.com/rider/christian-heule,HEULE Christian
995,Christian Hirsch,1974-12-24,Germany,,,https://www.procyclingstats.com/rider/christian-hirsch,HIRSCH Christian
996,Christian Jäger,1964-07-07,Germany,,,https://www.procyclingstats.com/rider/christian-jager,JÄGER Christian
997,Christian Knees,1981-03-05,Germany,81.0,1.94,https://www.procyclingstats.com/rider/christian-knees,KNEES Christian
998,Christian Kux,1985-05-03,Germany,74.0,1.82,https://www.procyclingstats.com/rider/christian-kux,KUX Christian
999,Christian Lademan,1975-10-30,Germany,,,https://www.procyclingstats.com/rider/christian-lademan,LADEMAN Christian
1000,Christian Leben,1985-04-06,Germany,,,https://www.procyclingstats.com/rider/christian-leben,LEBEN Christian
1001,Christian Leone,1972-06-11,Italy,,,https://www.procyclingstats.com/rider/christian-leone,LEONE Christian
1002,Christian Levavasseur,1956-03-09,France,,,https://www.procyclingstats.com/rider/christian-levavasseur,LEVAVASSEUR Christian
1003,Christian Mager,1992-04-08,Germany,60.0,1.72,https://www.procyclingstats.com/rider/christian-mager,MAGER Christian
1004,Christian Murro,1978-05-19,Italy,,,https://www.procyclingstats.com/rider/christian-murro,MURRO Christian
1005,Christian Pfannberger,1979-12-09,Austria,63.0,1.77,https://www.procyclingstats.com/rider/christian-pfannberger,PFANNBERGER Christian
1006,Christian Poos,1977-11-05,Luxembourg,,,https://www.procyclingstats.com/rider/christian-poos,POOS Christian
1007,Christian Scaroni,1997-10-16,Italy,63.0,1.75,https://www.procyclingstats.com/rider/christian-scaroni,SCARONI Christian
1008,Christian Selin,1976-01-16,Finland,,,https://www.procyclingstats.com/rider/christian-selin,SELIN Christian
1009,Christian Seznec,1952-11-19,France,,,https://www.procyclingstats.com/rider/christian-seznec,SEZNEC Christian
1010,Christian Sidler,1973-06-13,Switzerland,,,https://www.procyclingstats.com/rider/christian-sidler,SIDLER Christian
1011,Christian Thary,1962-01-21,France,,,https://www.procyclingstats.com/rider/christian-thary,THARY Christian
1012,Christian Valenzuela,1978-10-20,Mexico,,,https://www.procyclingstats.com/rider/christian-valenzuela,VALENZUELA Christian
1013,Christian Vande Velde,1976-05-22,United States,69.0,1.8,https://www.procyclingstats.com/rider/christian-vande-velde,VANDE VELDE Christian
1014,Christian Wauters,1960-02-05,Belgium,,,https://www.procyclingstats.com/rider/christian-wauters,WAUTERS Christian
1015,Christian Wegmann,1976-02-22,Germany,,,https://www.procyclingstats.com/rider/christian-wegmann,WEGMANN Christian
1016,Christian Werner,1979-06-28,Germany,,,https://www.procyclingstats.com/rider/christian-werner,WERNER Christian
1017,Cristóbal Pérez,1952-08-23,Colombia,,,https://www.procyclingstats.com/rider/christobal-perez,PÉREZ Cristóbal
1018,Christoffer Lisson,1995-11-28,Denmark,73.0,1.93,https://www.procyclingstats.com/rider/christoffer-lisson,LISSON Christoffer
1019,Christoph De Backer,1973-12-08,Belgium,,,https://www.procyclingstats.com/rider/christoph-de-backer,DE BACKER Christoph
1020,Christoph Demel,1970-06-02,Austria,,,https://www.procyclingstats.com/rider/christoph-demel,DEMEL Christoph
1021,Christoph Gohring,1973-03-13,Switzerland,,,https://www.procyclingstats.com/rider/christoph-gohring,GOHRING Christoph
1022,Christoph Roodhooft,1974-01-18,Belgium,,1.75,https://www.procyclingstats.com/rider/christoph-roodhooft,ROODHOOFT Christoph
1023,Christoph Sokoll,1986-05-09,Austria,,,https://www.procyclingstats.com/rider/christoph-sokoll,SOKOLL Christoph
1024,Christoph van Kleinsorgen,1980-07-14,Germany,,,https://www.procyclingstats.com/rider/christoph-van-kleinsorgen,VAN KLEINSORGEN Christoph
1025,Christophe Agnolutto,1969-12-06,France,69.0,1.8,https://www.procyclingstats.com/rider/christophe-agnolutto,AGNOLUTTO Christophe
1026,Christophe Bassons,1974-06-10,France,74.0,1.86,https://www.procyclingstats.com/rider/christophe-bassons,BASSONS Christophe
1027,Christophe Bastianelli,1965-11-21,France,,,https://www.procyclingstats.com/rider/christophe-bastianelli-892,BASTIANELLI Christophe
1028,Christophe Brandt,1977-05-06,Belgium,66.0,1.82,https://www.procyclingstats.com/rider/christophe-brandt,BRANDT Christophe
1029,Christophe Capelle,1967-08-15,France,,,https://www.procyclingstats.com/rider/christophe-capelle,CAPELLE Christophe
1030,Christophe Detilloux,1974-05-03,Belgium,62.0,1.7,https://www.procyclingstats.com/rider/christophe-detilloux,DETILLOUX Christophe
1031,Christophe Dupouey,1968-08-08,France,60.0,1.77,https://www.procyclingstats.com/rider/christophe-dupouey,DUPOUEY Christophe
1032,Christophe Edaleine,1979-11-01,France,,,https://www.procyclingstats.com/rider/christophe-edaleine,EDALEINE Christophe
1033,Christophe Faudot,1968-09-27,France,,,https://www.procyclingstats.com/rider/christophe-faudot,FAUDOT Christophe
1034,Christophe Gauthier,1973-06-24,France,,,https://www.procyclingstats.com/rider/christophe-gauthier,GAUTHIER Christophe
1035,Christophe Kern,1981-01-18,France,72.0,1.85,https://www.procyclingstats.com/rider/christophe-kern,KERN Christophe
1036,Christophe Laborie,1986-08-05,France,67.0,1.81,https://www.procyclingstats.com/rider/christophe-laborie,LABORIE Christophe
1037,Christophe Laporte,1992-12-11,France,76.0,1.89,https://www.procyclingstats.com/rider/christophe-laporte,LAPORTE Christophe
1038,Christophe Laurent,1977-07-26,France,72.0,1.85,https://www.procyclingstats.com/rider/christophe-laurent,LAURENT Christophe
1039,Christophe Lavainne,1963-12-22,France,,,https://www.procyclingstats.com/rider/christophe-lavainne,LAVAINNE Christophe
1040,Christophe Le Mével,1980-09-11,France,61.0,1.74,https://www.procyclingstats.com/rider/christophe-le-mevel,LE MÉVEL Christophe
1041,Christophe Leeuwerck,1972-05-14,Belgium,,,https://www.procyclingstats.com/rider/christophe-leeuwerck,LEEUWERCK Christophe
1042,Christophe Manin,1966-07-12,France,,,https://www.procyclingstats.com/rider/christophe-manin,MANIN Christophe
1043,Christophe Mengin,1968-09-03,France,68.0,1.73,https://www.procyclingstats.com/rider/christophe-mengin,MENGIN Christophe
1044,Christophe Moreau,1971-04-12,France,71.0,1.86,https://www.procyclingstats.com/rider/christophe-moreau,MOREAU Christophe
1045,Christophe Morel,1975-06-16,France,,,https://www.procyclingstats.com/rider/christophe-morel,MOREL Christophe
1046,Christophe Noppe,1994-11-29,Belgium,73.0,1.76,https://www.procyclingstats.com/rider/christophe-noppe,NOPPE Christophe
1047,Christophe Oriol,1973-02-28,France,65.0,1.81,https://www.procyclingstats.com/rider/christophe-oriol,ORIOL Christophe
1048,Christophe Premont,1989-11-22,Belgium,69.0,1.78,https://www.procyclingstats.com/rider/christophe-premont,PREMONT Christophe
1049,Christophe Riblon,1981-01-17,France,65.0,1.8,https://www.procyclingstats.com/rider/christophe-riblon,RIBLON Christophe
1050,Christophe Rinero,1973-12-29,France,65.0,1.72,https://www.procyclingstats.com/rider/christophe-rinero,RINERO Christophe
1051,Christophe Stevens,1974-08-10,Belgium,,,https://www.procyclingstats.com/rider/christophe-stevens,STEVENS Christophe
1052,Christopher Baldwin,1975-10-15,United States,,,https://www.procyclingstats.com/rider/christopher-baldwin,BALDWIN Christopher
1053,Christopher Bradford,1974-06-26,Australia,,,https://www.procyclingstats.com/rider/christopher-bradford,BRADFORD Christopher
1054,Chris Froome,1985-05-20,Great Britain,66.0,1.86,https://www.procyclingstats.com/rider/christopher-froome,FROOME Chris
1055,Christopher Jenner,1974-11-03,New Zealand,,,https://www.procyclingstats.com/rider/christopher-jenner,JENNER Christopher
1056,Christopher Juul-Jensen,1989-07-06,Denmark,73.0,1.83,https://www.procyclingstats.com/rider/christopher-juul-jensen,JUUL-JENSEN Christopher
1057,Chris Lawless,1995-11-04,Great Britain,72.0,1.78,https://www.procyclingstats.com/rider/christopher-lawless,LAWLESS Chris
1058,Christopher Mountjoy,1973-06-15,South Africa,,,https://www.procyclingstats.com/rider/christopher-mountjoy,MOUNTJOY Christopher
1059,Christopher Newton,1973-09-29,Great Britain,69.0,1.81,https://www.procyclingstats.com/rider/christopher-newton,NEWTON Christopher
1060,Christopher Pic,1970-05-04,United States,,,https://www.procyclingstats.com/rider/christopher-pic,PIC Christopher
1061,Chun Kai Feng,1988-11-02,Taiwan,69.0,1.7,https://www.procyclingstats.com/rider/chun-kai-feng,FENG Chun Kai
1062,Cian Uijtdebroeks,2003-02-28,Belgium,65.0,1.83,https://www.procyclingstats.com/rider/cian-uijtdebroeks,UIJTDEBROEKS Cian
1063,Ciarán Power,1976-05-08,Ireland,68.0,1.84,https://www.procyclingstats.com/rider/ciaran-power,POWER Ciarán
1064,Clark Sheehan,1969-04-07,United States,,,https://www.procyclingstats.com/rider/clark-sheehan,SHEEHAN Clark
1065,Claude Criquielion,1957-01-11,Belgium,,,https://www.procyclingstats.com/rider/claude-criquielion,CRIQUIELION Claude
1066,Claude Lamour,1969-10-18,France,,,https://www.procyclingstats.com/rider/claude-lamour,LAMOUR Claude
1067,Claude Michely,1959-10-08,Luxembourg,,,https://www.procyclingstats.com/rider/claude-michely,MICHELY Claude
1068,Claude Moreau,1958-12-19,France,,,https://www.procyclingstats.com/rider/claude-moreau,MOREAU Claude
1069,Claude Rudelopt,1969-04-17,Belgium,,,https://www.procyclingstats.com/rider/claude-rudelopt,RUDELOPT Claude
1070,Claude Seguy,1961-08-14,France,,,https://www.procyclingstats.com/rider/claude-seguy,SEGUY Claude
1071,Claude Vincendeau,1954-12-21,France,,,https://www.procyclingstats.com/rider/claude-vincendeau,VINCENDEAU Claude
1072,Claudio Astolfi,1978-06-27,Italy,,,https://www.procyclingstats.com/rider/claudio-astolfi,ASTOLFI Claudio
1073,Claudio Bartoli,1979-10-11,Italy,,,https://www.procyclingstats.com/rider/claudio-bartoli,BARTOLI Claudio
1074,Claudio Bortolotto,1952-03-19,Italy,,,https://www.procyclingstats.com/rider/claudio-bortolotto,BORTOLOTTO Claudio
1075,Claudio Chiappucci,1963-02-28,Italy,67.0,1.72,https://www.procyclingstats.com/rider/claudio-chiappucci,CHIAPPUCCI Claudio
1076,Claudio Corioni,1982-12-26,Italy,67.0,1.8,https://www.procyclingstats.com/rider/claudio-corioni,CORIONI Claudio
1077,Claudio Corti,1955-03-01,Italy,,,https://www.procyclingstats.com/rider/claudio-corti,CORTI Claudio
1078,Claudio Cucinotta,1982-01-22,Italy,71.0,1.77,https://www.procyclingstats.com/rider/claudio-cucinotta,CUCINOTTA Claudio
1079,Claudio Miguel Faria,1977-10-01,Portugal,,,https://www.procyclingstats.com/rider/claudio-faria,FARIA Claudio Miguel
1080,Claudio Golinelli,1962-05-01,Italy,,,https://www.procyclingstats.com/rider/claudio-golinelli,GOLINELLI Claudio
1081,Claudio José Casas,1982-02-26,Spain,,,https://www.procyclingstats.com/rider/claudio-jose-casas,CASAS Claudio José
1082,Claudio Ravasio,1957-04-12,Italy,,,https://www.procyclingstats.com/rider/claudio-ravasio,RAVASIO Claudio
1083,Claudio Santi,1963-09-27,Italy,,,https://www.procyclingstats.com/rider/claudio-santi,SANTI Claudio
1084,Claudio Savini,1956-01-03,Italy,,,https://www.procyclingstats.com/rider/claudio-savini,SAVINI Claudio
1085,Claudio Torelli,1954-01-23,Italy,,,https://www.procyclingstats.com/rider/claudio-torelli,TORELLI Claudio
1086,Claudio Vandelli,1961-07-27,Italy,,,https://www.procyclingstats.com/rider/claudio-vandelli,VANDELLI Claudio
1087,Claus Holm,1970-06-27,Denmark,,,https://www.procyclingstats.com/rider/claus-holm,HOLM Claus
1088,Claus Michael Møller,1968-10-03,Denmark,70.0,1.82,https://www.procyclingstats.com/rider/claus-michael-moller,MØLLER Claus Michael
1089,Clay Moseley,1971-12-05,United States,,,https://www.procyclingstats.com/rider/clay-moseley,MOSELEY Clay
1090,Clayton Stevenson,1967-12-29,Australia,,,https://www.procyclingstats.com/rider/clayton-stevenson,STEVENSON Clayton
1091,Clemens Fankhauser,1985-09-02,Austria,,,https://www.procyclingstats.com/rider/clemens-fankhauser,FANKHAUSER Clemens
1092,Clément Berthet,1997-08-02,France,68.0,1.83,https://www.procyclingstats.com/rider/clement-berthet,BERTHET Clément
1093,Clément Carisey,1992-03-23,France,75.0,1.86,https://www.procyclingstats.com/rider/clement-carisey,CARISEY Clément
1094,Clément Champoussin,1998-05-29,France,61.0,1.8,https://www.procyclingstats.com/rider/clement-champoussin,CHAMPOUSSIN Clément
1095,Clément Chevrier,1992-06-29,France,56.0,1.77,https://www.procyclingstats.com/rider/clement-chevrier,CHEVRIER Clément
1096,Clément Davy,1998-07-17,France,73.0,1.84,https://www.procyclingstats.com/rider/clement-davy,DAVY Clément
1097,Clement Lhotellerie,1986-03-09,France,,,https://www.procyclingstats.com/rider/clement-lhotellerie,LHOTELLERIE Clement
1098,Clément Russo,1995-01-20,France,73.0,1.86,https://www.procyclingstats.com/rider/clement-russo,RUSSO Clément
1099,Clément Venturini,1993-10-16,France,60.0,1.65,https://www.procyclingstats.com/rider/clement-venturini,VENTURINI Clément
1100,Clinton Avery,1987-12-03,New Zealand,90.0,1.95,https://www.procyclingstats.com/rider/clinton-avery,AVERY Clinton
1101,Clyde Sefton,1951-01-20,Australia,,,https://www.procyclingstats.com/rider/clyde-sefton,SEFTON Clyde
1102,Co Moritz,1951-06-06,Netherlands,,,https://www.procyclingstats.com/rider/co-moritz,MORITZ Co
1103,Coen Boerman,1976-11-11,Netherlands,,,https://www.procyclingstats.com/rider/coen-boerman,BOERMAN Coen
1104,Colby Pearce,1972-06-12,United States,,,https://www.procyclingstats.com/rider/colby-pearce,PEARCE Colby
1105,Cole Davis,1999-06-11,United States,,1.78,https://www.procyclingstats.com/rider/cole-davis,DAVIS Cole
1106,Colin Davidson,1969-07-21,Canada,,,https://www.procyclingstats.com/rider/colin-davidon,DAVIDSON Colin
1107,Colin Gibson,,United States,,,https://www.procyclingstats.com/rider/colin-gibson,GIBSON Colin
1108,Colin Joyce,1994-08-06,United States,,1.78,https://www.procyclingstats.com/rider/colin-joyce,JOYCE Colin
1109,Colin Sturgess,1968-12-15,Great Britain,,,https://www.procyclingstats.com/rider/colin-sturgess,STURGESS Colin
1110,Colin Stüssi,1993-06-04,Switzerland,68.0,1.87,https://www.procyclingstats.com/rider/colin-stussi,STÜSSI Colin
1111,Connor Brown,1998-08-06,New Zealand,74.0,1.87,https://www.procyclingstats.com/rider/connor-brown2,BROWN Connor
1112,Connor Swift,1995-10-30,Great Britain,75.0,1.9,https://www.procyclingstats.com/rider/connor-swift,SWIFT Connor
1113,Conor Dunne,1992-01-22,Ireland,88.0,2.04,https://www.procyclingstats.com/rider/conor-dunne,DUNNE Conor
1114,Constancio Reis,1966-08-22,Portugal,,,https://www.procyclingstats.com/rider/constancio-reis,REIS Constancio
1115,Constantino Zaballa,1978-05-15,Spain,,,https://www.procyclingstats.com/rider/constantino-zaballa,ZABALLA Constantino
1116,Corbin Strong,2000-04-30,New Zealand,63.0,1.73,https://www.procyclingstats.com/rider/corbin-strong,STRONG Corbin
1117,Corey Sweet,1976-11-25,Australia,,,https://www.procyclingstats.com/rider/corey-sweet,SWEET Corey
1118,Corne Heeren,1960-12-06,Netherlands,,,https://www.procyclingstats.com/rider/corne-heeren,HEEREN Corne
1119,Corné van Kessel,1991-08-07,Netherlands,68.0,1.77,https://www.procyclingstats.com/rider/corne-van-kessel,VAN KESSEL Corné
1120,Corné van Rijen,1966-04-23,Netherlands,,,https://www.procyclingstats.com/rider/corne-van-rijen,VAN RIJEN Corné
1121,Corneille Daems,1964-02-04,Belgium,,,https://www.procyclingstats.com/rider/corneille-daems,DAEMS Corneille
1122,Corrado Donadio,1958-02-11,Italy,,,https://www.procyclingstats.com/rider/corrado-donadio,DONADIO Corrado
1123,Corrado Pinizotto,1962-04-13,Italy,,,https://www.procyclingstats.com/rider/corrado-pinizotto,PINIZOTTO Corrado
1124,Corrado Serina,1975-04-24,Italy,,,https://www.procyclingstats.com/rider/corrado-serina,SERINA Corrado
1125,Craig Lewis,1985-01-10,United States,65.0,1.78,https://www.procyclingstats.com/rider/craig-lewis,LEWIS Craig
1126,Craig Mattern,1974-08-17,Canada,,,https://www.procyclingstats.com/rider/craig-mattern,MATTERN Craig
1127,Craig Percival,1972-12-15,Great Britain,,,https://www.procyclingstats.com/rider/craig-percival,PERCIVAL Craig
1128,Craig Schommer,1966-10-29,United States,,,https://www.procyclingstats.com/rider/craig-schommer,SCHOMMER Craig
1129,Crescenzo D'Amore,1979-04-02,Italy,,,https://www.procyclingstats.com/rider/crescenzo-d-amore,D'AMORE Crescenzo
1130,Cristian Benenati,1982-07-15,Italy,63.0,1.75,https://www.procyclingstats.com/rider/cristian-benenati,BENENATI Cristian
1131,Cristian Bianchini,1975-10-14,Italy,,,https://www.procyclingstats.com/rider/cristian-bianchini,BIANCHINI Cristian
1132,Cristian Bonfanti,1981-11-30,Italy,,,https://www.procyclingstats.com/rider/cristian-bonfanti,BONFANTI Cristian
1133,Cristian Fanini,1976-12-28,Italy,,,https://www.procyclingstats.com/rider/cristian-fanini,FANINI Cristian
1134,Cristian Gasperoni,1970-10-15,Italy,,,https://www.procyclingstats.com/rider/cristian-gasperoni,GASPERONI Cristian
1135,Cristian Moreni,1972-11-21,Italy,65.0,1.75,https://www.procyclingstats.com/rider/cristian-moreni,MORENI Cristian
1136,Cristian Pepoli,1978-03-12,Italy,,,https://www.procyclingstats.com/rider/cristian-pepoli,PEPOLI Cristian
1137,Cristián Rodríguez,1995-03-03,Spain,56.0,1.77,https://www.procyclingstats.com/rider/cristian-rodriguez,RODRÍGUEZ Cristián
1138,Cristian Salvato,1971-08-18,Italy,,,https://www.procyclingstats.com/rider/cristian-salvato,SALVATO Cristian
1139,Cristiano Frattini,1973-04-17,Italy,,,https://www.procyclingstats.com/rider/cristiano-frattini,FRATTINI Cristiano
1140,Cristiano Fumagalli,1984-07-28,Italy,,,https://www.procyclingstats.com/rider/cristiano-fumagalli,FUMAGALLI Cristiano
1141,Cristiano Mancini,1974-07-07,Italy,,,https://www.procyclingstats.com/rider/cristiano-mancini,MANCINI Cristiano
1142,Cristiano Monguzzi,1985-08-31,Italy,,,https://www.procyclingstats.com/rider/cristiano-monguzzi,MONGUZZI Cristiano
1143,Cristiano Parrinello,1978-05-28,Italy,,,https://www.procyclingstats.com/rider/cristiano-parrinello,PARRINELLO Cristiano
1144,Cristiano Salerno,1985-02-18,Italy,64.0,1.82,https://www.procyclingstats.com/rider/cristiano-salerno,SALERNO Cristiano
1145,Csaba Szekeres,1977-01-30,Hungary,,,https://www.procyclingstats.com/rider/csaba-szekeres,SZEKERES Csaba
1146,Cyril Barthe,1996-02-14,France,67.0,1.84,https://www.procyclingstats.com/rider/cyril-barthe,BARTHE Cyril
1147,Cyril Bessy,1986-05-29,France,,,https://www.procyclingstats.com/rider/cyril-bessy,BESSY Cyril
1148,Cyril Dessel,1974-11-29,France,63.0,1.81,https://www.procyclingstats.com/rider/cyril-dessel,DESSEL Cyril
1149,Cyril Gautier,1987-09-26,France,65.0,1.69,https://www.procyclingstats.com/rider/cyril-gautier,GAUTIER Cyril
1150,Cyril Lemoine,1983-03-03,France,73.0,1.82,https://www.procyclingstats.com/rider/cyril-lemoine,LEMOINE Cyril
1151,Cyril Saugrain,1973-06-22,France,,,https://www.procyclingstats.com/rider/cyril-saugrain,SAUGRAIN Cyril
1152,Cyrille Fancello,1964-11-09,France,,,https://www.procyclingstats.com/rider/cyrille-fancello,FANCELLO Cyrille
1153,Cyrille Gossmann,1979-11-01,France,,,https://www.procyclingstats.com/rider/cyrille-gossmann,GOSSMANN Cyrille
1154,Cyrille Monnerais,1983-08-24,France,70.0,1.75,https://www.procyclingstats.com/rider/cyrille-monnerais,MONNERAIS Cyrille
1155,Czesław Lang,1955-05-17,Poland,,,https://www.procyclingstats.com/rider/czeslaw-lang,LANG Czesław
1156,Daan Hoole,1999-02-22,Netherlands,82.0,1.98,https://www.procyclingstats.com/rider/daan-hoole,HOOLE Daan
1157,Daan Luyckx,1966-04-19,Netherlands,,,https://www.procyclingstats.com/rider/daan-luyckx,LUYCKX Daan
1158,Dag Erik Pedersen,1959-06-06,Norway,,,https://www.procyclingstats.com/rider/dag-erik-pedersen,PEDERSEN Dag Erik
1159,Dag-Otto Lauritzen,1956-09-12,Norway,,,https://www.procyclingstats.com/rider/dag-otto-lauritzen,LAURITZEN Dag-Otto
1160,Dag Selander,1955-11-21,Norway,,,https://www.procyclingstats.com/rider/dag-selander,SELANDER Dag
1161,Dailos Manuel Díaz Armas,1980-09-17,Spain,,,https://www.procyclingstats.com/rider/dailos-diaz-armas,DÍAZ ARMAS Dailos Manuel
1162,Dainis Ozols,1966-11-09,Latvia,74.0,1.78,https://www.procyclingstats.com/rider/dainis-ozols,OZOLS Dainis
