cyclist_id,team_id,season,cyclist_status,start_date,stop_date
2656,2131,2000,rider,2000-01-01,2000-12-31
2656,2133,1999,trainee,1999-08-01,1999-12-31
2657,3000,2016,rider,2016-01-01,2016-12-31
2657,3000,2015,rider,2015-01-01,2015-12-31
2657,4450,2014,rider,2014-01-01,2014-12-31
2657,988,2013,rider,2013-01-01,2013-12-31
2657,4450,2012,rider,2012-01-01,2012-12-31
2657,4450,2011,rider,2011-01-01,2011-12-31
2657,4451,2010,rider,2010-01-01,2010-12-31
2657,4452,2009,rider,2009-01-01,2009-12-31
2658,803,2005,rider,2005-01-01,2005-12-31
2658,1435,2004,rider,2004-01-01,2004-12-31
2659,1235,2022,rider,2022-01-01,2022-12-31
2659,44,2021,rider,2021-01-01,2021-12-31
2659,53,2020,rider,2020-01-01,2020-12-31
2659,53,2019,rider,2019-01-01,2019-12-31
2659,1267,2018,rider,2018-01-01,2018-12-31
2659,1267,2017,rider,2017-01-01,2017-12-31
2659,247,2016,rider,2016-01-01,2016-12-31
2659,247,2015,rider,2015-01-01,2015-12-31
2659,247,2014,rider,2014-01-01,2014-12-31
2659,988,2013,rider,2013-01-01,2013-12-31
2659,988,2012,rider,2012-01-01,2012-12-31
2659,988,2011,rider,2011-01-01,2011-12-31
2659,1010,2010,rider,2010-01-01,2010-12-31
2660,252,2006,rider,2006-01-01,2006-12-31
2660,253,2005,rider,2005-01-01,2005-12-31
2660,254,2004,rider,2004-01-01,2004-12-31
2660,808,2003,rider,2003-01-01,2003-12-31
2660,814,2002,rider,2002-01-01,2002-12-31
2660,814,2001,rider,2001-01-01,2001-12-31
2660,814,2000,rider,2000-01-01,2000-12-31
2661,219,1987,rider,1987-01-01,1987-12-31
2662,1957,2006,rider,2006-01-01,2006-12-31
2662,1978,2004,rider,2004-01-01,2004-12-31
2663,2204,1985,rider,1985-01-01,1985-12-31
2663,2204,1984,rider,1984-01-01,1984-12-31
2663,2206,1983,rider,1983-01-01,1983-12-31
2663,1547,1982,rider,1982-01-01,1982-12-31
2663,1548,1981,rider,1981-01-01,1981-12-31
2663,3715,1980,rider,1980-01-01,1980-12-31
2663,3728,1979,rider,1979-01-01,1979-12-31
2663,5119,1978,rider,1978-01-01,1978-12-31
2663,3762,1977,rider,1977-01-01,1977-12-31
2664,1952,1989,rider,1989-01-01,1989-06-30
2664,1956,1987,rider,1987-01-01,1987-12-31
2664,3681,1986,rider,1986-01-01,1986-12-31
2665,2453,2009,rider,2009-01-01,2009-12-31
2665,1482,2008,rider,2008-01-01,2008-12-31
2665,2453,2008,rider,2008-01-01,2008-12-31
2665,2166,2007,rider,2007-01-01,2007-12-31
2665,59,2006,rider,2006-01-01,2006-12-31
2665,63,2005,rider,2005-01-01,2005-12-31
2665,64,2004,rider,2004-01-01,2004-12-31
2665,287,2003,rider,2003-01-01,2003-12-31
2665,287,2002,rider,2002-01-01,2002-12-31
2665,287,2001,rider,2001-01-01,2001-12-31
2665,290,2000,rider,2000-01-01,2000-12-31
2665,290,1999,rider,1999-01-01,1999-12-31
2666,5156,1983,rider,1983-01-01,1983-12-31
2666,2198,1982,rider,1982-01-01,1982-12-31
2666,2198,1981,rider,1981-01-01,1981-12-31
2666,2198,1980,rider,1980-01-01,1980-12-31
2666,5119,1979,rider,1979-01-01,1979-12-31
2666,360,1978,rider,1978-01-01,1978-12-31
2666,360,1977,rider,1977-01-01,1977-12-31
2667,3257,1992,rider,1992-01-01,1992-12-31
2667,228,1989,rider,1989-01-01,1989-12-31
2667,228,1988,rider,1988-01-01,1988-12-31
2667,228,1987,rider,1987-01-01,1987-12-31
2667,223,1986,rider,1986-01-01,1986-12-31
2667,224,1986,rider,1986-01-01,1986-12-31
2667,2025,1986,rider,1986-01-01,1986-12-31
2668,947,2006,rider,2006-01-01,2006-12-31
2668,947,2005,rider,2005-01-01,2005-12-31
2668,3656,2004,rider,2004-01-01,2004-12-31
2668,3656,2003,rider,2003-01-01,2003-12-31
2669,3781,2010,rider,2010-01-01,2010-12-31
2669,1854,2000,rider,2000-01-01,2000-12-31
2669,3254,1996,rider,1996-01-01,1996-12-31
2669,3257,1995,rider,1995-01-01,1995-12-31
2669,3257,1993,rider,1993-01-01,1993-12-31
2669,3257,1992,rider,1992-01-01,1992-12-31
2670,1488,2008,rider,2008-01-01,2008-12-31
2670,1489,2007,rider,2007-01-01,2007-12-31
2670,1491,2005,rider,2005-01-01,2005-12-31
2671,2523,2023,rider,2023-01-01,2023-12-31
2671,2523,2022,rider,2022-01-01,2022-12-31
2671,2525,2021,rider,2021-01-01,2021-12-31
2671,2525,2020,rider,2020-01-01,2020-12-31
2671,2528,2019,rider,2019-06-01,2019-12-31
2671,2528,2018,trainee,2018-08-01,2018-12-31
2671,2528,2017,trainee,2017-08-01,2017-12-31
2672,1307,2023,rider,2023-01-01,2023-12-31
2672,1307,2022,rider,2022-01-01,2022-12-31
2672,3659,2021,rider,2021-01-01,2021-12-31
2673,4941,2014,rider,2014-01-01,2014-10-01
2673,3597,2012,rider,2012-01-01,2012-12-31
2673,1447,2009,rider,2009-01-01,2009-12-31
2673,4166,2007,rider,2007-06-15,2007-12-31
2673,3209,2006,rider,2006-01-01,2006-12-31
2673,5374,2005,rider,2005-06-01,2005-12-31
2673,2259,2005,rider,2005-01-01,2005-05-31
2673,3022,2004,rider,2004-01-01,2004-12-31
2673,3023,2003,rider,2003-01-01,2003-12-31
2673,4391,2002,rider,2002-01-01,2002-12-31
2673,4391,2001,rider,2001-01-01,2001-12-31
2673,4391,2000,rider,2000-08-31,2000-12-31
2674,2223,2003,rider,2003-09-30,2003-12-31
2674,3173,1992,rider,1992-01-01,1992-12-31
2674,3173,1991,rider,1991-01-01,1991-12-31
2674,2018,1990,rider,1990-01-01,1990-12-31
2675,465,2015,rider,2015-01-01,2015-12-31
2675,1751,2014,rider,2014-01-01,2014-12-31
2675,1752,2013,rider,2013-01-01,2013-12-31
2675,1754,2012,rider,2012-01-01,2012-12-31
2675,1754,2011,rider,2011-01-01,2011-12-31
2675,1755,2010,rider,2010-01-01,2010-12-31
2675,1756,2009,rider,2009-01-01,2009-12-31
2675,1110,2007,rider,2007-01-01,2007-12-31
2675,474,2006,rider,2006-01-01,2006-12-31
2675,474,2005,rider,2005-01-01,2005-12-31
2675,476,2004,rider,2004-01-01,2004-12-31
2675,1382,2003,rider,2003-01-01,2003-12-31
2675,1382,2002,rider,2002-01-01,2002-12-31
2675,1382,2001,rider,2001-01-01,2001-12-31
2675,1665,2000,rider,2000-01-01,2000-12-31
2675,1670,1999,rider,1999-01-01,1999-12-31
2675,1675,1998,trainee,1998-09-01,1998-12-31
2676,2658,2023,rider,2023-01-01,2023-12-31
2676,2658,2022,rider,2022-01-01,2022-12-31
2676,2658,2021,trainee,2021-08-01,2021-12-31
2676,2659,2020,trainee,2020-08-01,2020-12-31
2677,1847,2007,rider,2007-01-01,2007-12-31
2677,689,2006,rider,2006-04-01,2006-12-31
2677,1388,2005,rider,2005-01-01,2005-12-31
2677,1389,2004,rider,2004-01-01,2004-12-31
2678,2353,2010,rider,2010-01-01,2010-12-31
2678,40,2009,rider,2009-01-01,2009-12-31
2678,1481,2009,rider,2009-01-01,2009-06-15
2678,3733,2008,rider,2008-01-01,2008-12-31
2678,3733,2007,rider,2007-01-01,2007-12-31
2678,3733,2006,rider,2006-01-01,2006-12-31
2678,921,2005,rider,2005-01-01,2005-12-31
2678,2359,2004,rider,2004-01-01,2004-12-31
2678,3734,2003,rider,2003-01-01,2003-12-31
2678,3735,2002,rider,2002-01-01,2002-12-31
2678,3738,2001,rider,2001-01-01,2001-12-31
2679,3011,2008,rider,2008-01-01,2008-12-31
2679,3011,2007,rider,2007-01-01,2007-12-31
2679,560,2006,rider,2006-01-01,2006-12-31
2679,1388,2005,rider,2005-01-01,2005-12-31
2679,565,2004,rider,2004-01-01,2004-12-31
2679,565,2003,rider,2003-01-01,2003-12-31
2680,247,2023,rider,2023-01-01,2023-12-31
2680,247,2022,rider,2022-01-01,2022-12-31
2680,247,2021,rider,2021-01-01,2021-12-31
2680,1264,2020,rider,2020-01-01,2020-12-31
2680,1265,2019,rider,2019-01-01,2019-12-31
2680,1267,2018,rider,2018-01-01,2018-12-31
2680,1267,2017,rider,2017-01-01,2017-12-31
2680,76,2016,trainee,2016-08-01,2016-12-31
2680,3244,2016,rider,2016-01-01,2016-12-31
2680,3245,2015,rider,2015-01-01,2015-12-31
2681,874,2007,rider,2007-01-01,2007-12-31
2681,947,2006,rider,2006-01-01,2006-12-31
2682,1097,2002,rider,2002-01-01,2002-12-31
2682,1097,2001,rider,2001-01-01,2001-12-31
2682,2267,2000,rider,2000-01-01,2000-12-31
2682,2267,1999,rider,1999-01-01,1999-12-31
2682,2568,1998,rider,1998-01-01,1998-12-31
2682,2569,1997,rider,1997-01-01,1997-12-31
2682,1101,1996,rider,1996-01-01,1996-12-31
2682,1103,1995,rider,1995-01-01,1995-12-31
2682,2269,1994,rider,1994-01-01,1994-12-31
2682,2270,1993,rider,1993-01-01,1993-12-31
2682,2272,1992,rider,1992-01-01,1992-12-31
2682,2272,1991,rider,1991-01-01,1991-12-31
2683,247,2014,rider,2014-01-01,2014-12-31
2683,247,2013,rider,2013-01-01,2013-12-31
2683,247,2012,rider,2012-01-01,2012-12-31
2683,247,2011,rider,2011-01-01,2011-12-31
2683,248,2010,rider,2010-01-01,2010-12-31
2683,251,2009,rider,2009-01-01,2009-12-31
2683,251,2008,rider,2008-01-01,2008-12-31
2683,251,2007,rider,2007-01-01,2007-12-31
2683,252,2006,rider,2006-01-01,2006-12-31
2683,253,2005,rider,2005-01-01,2005-12-31
2683,254,2004,rider,2004-01-01,2004-12-31
2683,257,2003,rider,2003-01-01,2003-12-31
2683,257,2002,rider,2002-01-01,2002-12-31
2683,287,2001,rider,2001-01-01,2001-12-31
2683,290,2000,rider,2000-01-01,2000-12-31
2683,290,1999,trainee,1999-09-01,1999-12-31
2684,1303,1994,rider,1994-01-01,1994-12-31
2684,3169,1993,rider,1993-01-01,1993-12-31
2684,3173,1992,rider,1992-01-01,1992-12-31
2684,3173,1991,rider,1991-01-01,1991-12-31
2684,3083,1990,rider,1990-01-01,1990-12-31
2684,3083,1989,rider,1989-01-01,1989-12-31
2685,3062,1998,rider,1998-01-01,1998-12-31
2686,2231,1997,rider,1997-01-01,1997-12-31
2686,5045,1996,rider,1996-01-01,1996-12-31
2686,3223,1996,rider,1996-01-01,1996-12-31
2686,1768,1995,rider,1995-01-01,1995-12-31
2686,1769,1994,rider,1994-01-01,1994-12-31
2686,2770,1992,trainee,1992-09-01,1992-12-31
2687,1864,1990,rider,1990-01-01,1990-12-31
2687,3367,1989,rider,1989-01-01,1989-12-31
2688,5375,2017,rider,2017-01-01,2017-12-31
2688,5378,2016,rider,2016-01-01,2016-12-31
2688,1446,2010,rider,2010-01-01,2010-12-31
2688,941,2009,trainee,2009-08-01,2009-12-31
2689,2658,2022,rider,2022-01-01,2022-12-31
2689,2658,2021,rider,2021-01-01,2021-12-31
2689,2659,2020,rider,2020-01-01,2020-12-31
2690,560,2008,rider,2008-01-01,2008-12-31
2690,560,2007,rider,2007-01-01,2007-12-31
2690,2220,2006,rider,2006-06-25,2006-12-31
2690,2215,2005,rider,2005-01-01,2005-12-31
2690,2222,2004,rider,2004-01-01,2004-12-31
2690,2564,2003,rider,2003-01-01,2003-12-31
2690,2102,2002,rider,2002-01-01,2002-12-31
2690,2104,2001,rider,2001-01-01,2001-12-31
2690,2227,2000,rider,2000-01-01,2000-12-31
2690,2228,1999,rider,1999-01-01,1999-12-31
2690,2507,1998,rider,1998-01-01,1998-12-31
2690,2267,1997,rider,1997-01-01,1997-12-31
2690,2267,1996,rider,1996-01-01,1996-12-31
2691,5045,1996,rider,1996-01-01,1996-12-31
2692,2320,2012,rider,2012-01-01,2012-12-31
2692,2320,2011,rider,2011-01-01,2011-12-31
2692,2630,2008,rider,2008-01-01,2008-12-31
2692,1250,2007,rider,2007-01-01,2007-12-31
2692,1250,2006,rider,2006-01-01,2006-12-31
2692,1849,2005,rider,2005-01-01,2005-12-31
2692,1402,2004,rider,2004-08-31,2004-12-31
2692,806,2004,rider,2004-01-01,2004-08-30
2692,808,2003,rider,2003-01-01,2003-12-31
2692,287,2002,rider,2002-01-01,2002-12-31
2692,287,2001,rider,2001-01-01,2001-12-31
2692,3250,2000,rider,2000-01-01,2000-12-31
2692,3250,1999,rider,1999-01-01,1999-12-31
2693,247,2023,rider,2023-01-01,2023-12-31
2693,247,2022,rider,2022-01-01,2022-12-31
2693,734,2021,rider,2021-01-01,2021-12-31
2693,734,2020,rider,2020-01-01,2020-12-31
2693,736,2019,rider,2019-01-01,2019-12-31
2693,1837,2018,rider,2018-01-01,2018-12-31
2693,1837,2017,rider,2017-01-01,2017-12-31
2694,2165,2009,rider,2009-01-01,2009-12-31
2695,1486,2005,rider,2005-01-01,2005-12-31
2695,2848,2004,rider,2004-01-01,2004-12-31
2695,1120,2003,rider,2003-01-01,2003-12-31
2696,2402,2022,rider,2022-01-01,2022-12-31
2696,2402,2021,rider,2021-01-01,2021-12-31
2696,2402,2020,rider,2020-01-01,2020-12-31
2696,2406,2019,rider,2019-01-01,2019-12-31
2696,2406,2018,rider,2018-01-01,2018-12-31
2696,2406,2017,rider,2017-01-01,2017-12-31
2696,463,2016,rider,2016-01-01,2016-12-31
2696,465,2015,rider,2015-01-01,2015-12-31
2696,465,2014,rider,2014-01-01,2014-12-31
2696,3271,2013,rider,2013-01-01,2013-12-31
2696,2410,2012,rider,2012-01-01,2012-12-31
2696,3465,2011,rider,2011-01-01,2011-12-31
2696,3465,2010,rider,2010-01-01,2010-12-31
2696,2071,2009,rider,2009-01-01,2009-12-31
2696,2073,2008,rider,2008-01-01,2008-12-31
2696,2073,2007,rider,2007-01-01,2007-12-31
2696,2075,2006,rider,2006-01-01,2006-12-31
2697,1715,2019,rider,2019-01-01,2019-12-31
2697,1716,2018,rider,2018-01-01,2018-12-31
2697,1719,2017,rider,2017-01-01,2017-12-31
2697,3003,2016,rider,2016-01-01,2016-12-31
2697,495,2015,rider,2015-01-01,2015-12-31
2697,495,2014,rider,2014-01-01,2014-12-31
2697,508,2013,rider,2013-01-01,2013-12-31
2697,508,2012,rider,2012-01-01,2012-12-31
2697,508,2011,rider,2011-01-01,2011-12-31
2697,1755,2010,rider,2010-01-01,2010-12-31
2697,1756,2009,rider,2009-01-01,2009-12-31
2697,1760,2008,rider,2008-01-01,2008-12-31
2697,86,2007,rider,2007-01-01,2007-12-31
2697,86,2006,rider,2006-01-01,2006-12-31
2697,86,2005,trainee,2005-08-01,2005-12-31
2698,59,2006,rider,2006-01-01,2006-12-31
2698,63,2005,rider,2005-01-01,2005-12-31
2699,1314,2013,rider,2013-01-01,2013-12-31
2699,988,2012,rider,2012-01-01,2012-12-31
2699,988,2011,rider,2011-01-01,2011-12-31
2699,988,2010,rider,2010-01-01,2010-12-31
2699,988,2009,rider,2009-01-01,2009-12-31
2699,992,2008,rider,2008-01-01,2008-12-31
2699,992,2007,rider,2007-01-01,2007-12-31
2699,1013,2006,rider,2006-01-01,2006-12-31
2700,1581,1981,rider,1981-01-01,1981-12-31
2700,4385,1980,rider,1980-01-01,1980-12-31
2701,4522,1983,rider,1983-01-01,1983-12-31
2701,2251,1982,rider,1982-01-01,1982-12-31
2702,765,2022,rider,2022-01-01,2022-12-31
2702,765,2021,rider,2021-01-01,2021-12-31
2702,765,2020,rider,2020-01-01,2020-12-31
2702,768,2019,rider,2019-01-01,2019-12-31
2702,768,2018,rider,2018-01-01,2018-12-31
2703,1460,2022,rider,2022-01-01,2022-12-31
2703,1460,2021,rider,2021-01-01,2021-12-31
2703,1460,2020,rider,2020-01-01,2020-12-31
2703,1460,2019,rider,2019-01-01,2019-12-31
2703,2646,2018,rider,2018-01-01,2018-12-31
2703,2648,2017,rider,2017-01-01,2017-12-31
2704,2110,2024,rider,2024-01-01,2024-12-31
2704,2110,2023,rider,2023-01-01,2023-12-31
2704,2110,2022,rider,2022-01-01,2022-12-31
2704,2110,2021,rider,2021-01-01,2021-12-31
2704,2122,2020,rider,2020-01-01,2020-12-31
2704,2122,2019,rider,2019-08-01,2019-12-31
2705,32,2012,rider,2012-01-01,2012-12-31
2705,33,2011,rider,2011-01-01,2011-12-31
2705,3123,2009,rider,2009-01-01,2009-12-31
2705,1023,2006,rider,2006-01-01,2006-12-31
2705,1023,2005,rider,2005-01-01,2005-12-31
2705,2129,2004,rider,2004-01-01,2004-12-31
2705,2129,2003,rider,2003-01-01,2003-12-31
2705,2129,2002,rider,2002-01-01,2002-12-31
2705,2130,2001,rider,2001-01-01,2001-12-31
2705,2131,2000,rider,2000-01-01,2000-12-31
2705,2133,1999,rider,1999-01-01,1999-12-31
2705,2133,1998,rider,1998-01-01,1998-12-31
2705,2134,1997,rider,1997-01-01,1997-12-31
2705,2135,1996,rider,1996-01-01,1996-12-31
2705,2137,1995,rider,1995-01-01,1995-12-31
2705,2137,1994,rider,1994-01-01,1994-12-31
2705,2138,1993,rider,1993-01-01,1993-12-31
2705,2139,1992,trainee,1992-09-01,1992-12-31
2706,343,1994,rider,1994-01-01,1994-12-31
2706,4020,1993,rider,1993-01-01,1993-12-31
2706,3463,1992,rider,1992-01-01,1992-12-31
2706,425,1991,rider,1991-01-01,1991-12-31
2706,2198,1990,rider,1990-01-01,1990-12-31
2706,404,1989,rider,1989-01-01,1989-12-31
2706,405,1988,rider,1988-01-01,1988-12-31
2706,1698,1987,rider,1987-01-01,1987-12-31
2706,1700,1986,rider,1986-09-01,1986-12-31
2706,4376,1986,rider,1986-01-01,1986-12-31
2707,707,2004,rider,2004-01-01,2004-12-31
2707,708,2003,rider,2003-01-01,2003-12-31
2707,709,2002,rider,2002-01-01,2002-12-31
2707,3896,2001,rider,2001-01-01,2001-12-31
2707,723,2000,rider,2000-01-01,2000-12-31
2707,725,1999,rider,1999-01-01,1999-12-31
2707,726,1997,rider,1997-01-01,1997-12-31
2707,727,1996,rider,1996-01-01,1996-12-31
2707,3615,1995,rider,1995-01-01,1995-12-31
2708,4282,2018,rider,2018-01-01,2018-12-31
2708,4283,2017,rider,2017-01-01,2017-12-31
2708,4285,2016,rider,2016-01-01,2016-12-31
2708,4285,2015,rider,2015-01-01,2015-12-31
2708,699,2014,rider,2014-01-01,2014-12-31
2708,699,2013,rider,2013-01-01,2013-12-31
2708,112,2012,rider,2012-01-01,2012-12-31
2708,702,2011,rider,2011-01-01,2011-12-31
2708,713,2010,rider,2010-01-01,2010-12-31
2708,714,2009,rider,2009-01-01,2009-12-31
2708,962,2008,rider,2008-01-01,2008-12-31
2708,963,2007,rider,2007-01-01,2007-12-31
2708,965,2006,rider,2006-01-01,2006-12-31
2708,965,2005,rider,2005-01-01,2005-12-31
2708,2001,2004,rider,2004-01-01,2004-12-31
2708,2002,2003,rider,2003-01-01,2003-12-31
2709,3788,1992,rider,1992-01-01,1992-12-31
2709,2234,1991,rider,1991-01-01,1991-12-31
2709,2235,1990,rider,1990-01-01,1990-12-31
2709,4526,1989,rider,1989-01-01,1989-12-31
2709,4504,1988,rider,1988-01-01,1988-12-31
2709,754,1987,rider,1987-01-01,1987-12-31
2709,3077,1986,rider,1986-01-01,1986-12-31
2709,221,1985,rider,1985-01-01,1985-12-31
2710,484,2022,rider,2022-01-01,2022-12-31
2710,485,2021,rider,2021-01-01,2021-12-31
2710,488,2020,rider,2020-01-01,2020-12-31
2710,488,2019,rider,2019-01-01,2019-12-31
2710,488,2018,rider,2018-01-01,2018-12-31
2710,74,2017,rider,2017-01-01,2017-12-31
2710,1735,2016,rider,2016-01-01,2016-12-31
2710,1737,2015,rider,2015-01-01,2015-12-31
2710,1740,2014,rider,2014-01-01,2014-12-31
2710,1740,2013,rider,2013-01-01,2013-12-31
2710,1740,2012,rider,2012-01-01,2012-12-31
2710,2989,2011,rider,2011-01-01,2011-12-31
2710,2989,2010,rider,2010-01-01,2010-12-31
2711,1263,2023,rider,2023-01-01,2023-12-31
2711,1263,2022,rider,2022-01-01,2022-12-31
2711,1263,2021,rider,2021-01-01,2021-12-31
2711,488,2020,rider,2020-01-01,2020-12-31
2711,488,2019,rider,2019-01-01,2019-12-31
2711,488,2018,rider,2018-01-01,2018-12-31
2711,489,2017,rider,2017-01-01,2017-12-31
2711,490,2016,rider,2016-01-01,2016-12-31
2711,495,2015,trainee,2015-08-01,2015-12-31
2711,4067,2014,rider,2014-01-01,2014-07-31
2711,4068,2013,rider,2013-01-01,2013-12-31
2712,4001,1980,rider,1980-01-01,1980-12-31
2712,5379,1978,rider,1978-01-01,1978-12-31
2712,5380,1977,rider,1977-01-01,1977-12-31
2713,5382,2004,rider,2004-01-01,2004-12-31
2713,4145,1989,rider,1989-01-01,1989-08-01
2713,3368,1988,rider,1988-01-01,1988-12-31
2713,3369,1987,rider,1987-01-01,1987-12-31
2714,1,1983,rider,1983-01-01,1983-12-31
2714,4926,1982,rider,1982-01-01,1982-12-31
2715,4500,2017,rider,2017-07-01,2017-12-31
2715,1839,2015,rider,2015-01-01,2015-12-31
2715,1842,2014,rider,2014-01-01,2014-12-31
2715,1842,2013,rider,2013-01-01,2013-12-31
2715,1842,2012,rider,2012-01-01,2012-12-31
2715,1844,2011,rider,2011-01-01,2011-12-31
2715,1844,2010,rider,2010-01-01,2010-12-31
2715,1847,2009,rider,2009-01-01,2009-12-31
2715,1847,2008,rider,2008-01-01,2008-12-31
2716,511,2010,rider,2010-01-01,2010-12-31
2716,511,2009,rider,2009-01-01,2009-12-31
2716,511,2008,rider,2008-01-01,2008-12-31
2716,512,2007,rider,2007-01-01,2007-12-31
2716,4964,2006,rider,2006-01-01,2006-12-31
2716,4965,2005,rider,2005-01-01,2005-12-31
2716,4716,2004,rider,2004-01-01,2004-12-31
2716,4718,2003,rider,2003-01-01,2003-12-31
2716,4718,2002,rider,2002-01-01,2002-12-31
2717,1290,2004,rider,2004-01-01,2004-12-31
2717,3054,2003,rider,2003-01-01,2003-12-31
2717,3056,2002,rider,2002-01-01,2002-12-31
2717,3056,2001,rider,2001-01-01,2001-12-31
2717,165,2000,rider,2000-01-01,2000-12-31
2717,168,1999,rider,1999-01-01,1999-12-31
2717,2133,1998,rider,1998-01-01,1998-12-31
2717,2134,1997,rider,1997-01-01,1997-12-31
2717,4904,1996,rider,1996-01-01,1996-12-31
2717,3837,1995,rider,1995-01-01,1995-12-31
2717,3839,1994,rider,1994-01-01,1994-12-31
2717,3839,1993,rider,1993-01-01,1993-12-31
2717,3841,1992,rider,1992-01-01,1992-12-31
2717,3841,1991,rider,1991-01-01,1991-12-31
2717,3842,1990,rider,1990-01-01,1990-12-31
2717,4234,1989,rider,1989-01-01,1989-12-31
2718,765,2023,rider,2023-01-01,2023-12-31
2718,765,2022,rider,2022-01-01,2022-12-31
2718,765,2021,rider,2021-01-01,2021-12-31
2718,765,2020,rider,2020-01-01,2020-12-31
2718,2424,2019,rider,2019-01-01,2019-12-31
2719,3310,2008,rider,2008-01-01,2008-12-31
2719,3312,2007,rider,2007-01-01,2007-12-31
2719,3312,2006,rider,2006-01-01,2006-12-31
2719,3313,2005,rider,2005-01-01,2005-12-31
2719,3314,2004,rider,2004-01-01,2004-12-31
2719,3189,2003,rider,2003-01-01,2003-12-31
2719,3190,2002,rider,2002-01-01,2002-12-31
2719,478,2001,rider,2001-01-01,2001-12-31
2719,479,2000,rider,2000-01-01,2000-12-31
2719,4258,1999,rider,1999-01-01,1999-12-31
2719,1668,1997,trainee,1997-01-01,1997-12-31
2720,3038,2022,rider,2022-01-01,2022-12-31
2720,3038,2021,rider,2021-01-01,2021-12-31
2720,3038,2020,rider,2020-01-01,2020-12-31
2720,3038,2019,rider,2019-01-01,2019-12-31
2720,3038,2018,rider,2018-01-01,2018-12-31
2720,3043,2017,rider,2017-01-01,2017-12-31
2720,2071,2016,rider,2016-01-01,2016-12-31
2720,2071,2015,rider,2015-01-01,2015-12-31
2720,53,2014,rider,2014-01-01,2014-12-31
2720,53,2013,rider,2013-01-01,2013-12-31
2720,53,2012,rider,2012-01-01,2012-12-31
2720,1754,2011,rider,2011-01-01,2011-12-31
2720,1755,2010,rider,2010-01-01,2010-12-31
2720,1756,2009,rider,2009-01-01,2009-12-31
2720,1760,2008,rider,2008-01-01,2008-12-31
2721,2055,2023,rider,2023-01-01,2023-12-31
2721,2055,2022,rider,2022-01-01,2022-12-31
2721,2055,2021,rider,2021-01-01,2021-12-31
2721,2055,2020,rider,2020-01-01,2020-12-31
2721,2055,2019,rider,2019-08-01,2019-12-31
2721,3439,2019,rider,2019-01-01,2019-07-31
2721,2030,2018,rider,2018-01-01,2018-12-31
2721,2030,2017,rider,2017-01-01,2017-12-31
2721,2055,2016,trainee,2016-08-01,2016-12-31
2722,1576,1985,rider,1985-01-01,1985-12-31
2722,3316,1984,rider,1984-01-01,1984-12-31
2723,1539,1990,rider,1990-01-01,1990-12-31
2723,4234,1989,rider,1989-01-01,1989-12-31
2723,4173,1988,rider,1988-01-01,1988-12-31
2723,355,1987,rider,1987-01-01,1987-12-31
2723,360,1986,rider,1986-01-01,1986-12-31
2723,1709,1985,rider,1985-01-01,1985-12-31
2724,449,1993,rider,1993-01-01,1993-12-31
2724,3111,1992,rider,1992-01-01,1992-12-31
2724,3111,1991,rider,1991-01-01,1991-12-31
2724,426,1990,rider,1990-01-01,1990-12-31
2724,427,1989,rider,1989-01-01,1989-12-31
2724,458,1988,rider,1988-01-01,1988-12-31
2724,1697,1988,rider,1988-01-01,1988-12-31
2724,459,1987,rider,1987-01-01,1987-12-31
2724,460,1986,rider,1986-01-01,1986-12-31
2724,461,1985,rider,1985-01-01,1985-12-31
2724,462,1984,rider,1984-01-01,1984-12-31
2724,2,1983,rider,1983-01-01,1983-12-31
2724,3,1982,rider,1982-01-01,1982-12-31
2724,5,1981,rider,1981-01-01,1981-12-31
2725,899,1998,rider,1998-01-01,1998-12-31
2725,3459,1997,rider,1997-01-01,1997-12-31
2725,3254,1996,rider,1996-01-01,1996-12-31
2725,3406,1995,rider,1995-01-01,1995-12-31
2725,3639,1994,rider,1994-01-01,1994-12-31
2725,3640,1993,rider,1993-01-01,1993-12-31
2726,412,1981,rider,1981-01-01,1981-12-31
2726,835,1980,rider,1980-01-01,1980-12-31
2726,360,1979,rider,1979-01-01,1979-12-31
2726,5001,1978,rider,1978-01-01,1978-12-31
2726,5082,1977,rider,1977-01-01,1977-12-31
2726,3344,1975,rider,1975-01-01,1975-12-31
2726,1879,1974,rider,1974-01-01,1974-12-31
2726,1879,1973,rider,1973-01-01,1973-12-31
2727,1709,1985,rider,1985-01-01,1985-12-31
2727,1534,1984,rider,1984-01-01,1984-12-31
2727,1611,1983,rider,1983-01-01,1983-12-31
2727,1611,1982,rider,1982-01-01,1982-12-31
2727,1895,1981,rider,1981-01-01,1981-12-31
2727,1553,1980,rider,1980-01-01,1980-12-31
2727,1556,1979,rider,1979-01-01,1979-12-31
2728,1552,1981,rider,1981-01-01,1981-12-31
2728,1609,1980,rider,1980-01-01,1980-12-31
2728,4150,1980,rider,1980-01-01,1980-12-31
2728,835,1980,rider,1980-01-01,1980-12-31
2728,3239,1979,rider,1979-01-01,1979-12-31
2728,3240,1978,rider,1978-01-01,1978-12-31
2729,1553,1980,rider,1980-01-01,1980-12-31
2729,1554,1979,rider,1979-01-01,1979-12-31
2730,401,1992,rider,1992-01-01,1992-12-31
2730,402,1991,rider,1991-01-01,1991-12-31
2730,454,1990,rider,1990-01-01,1990-12-31
2730,455,1989,rider,1989-01-01,1989-12-31
2730,4368,1988,rider,1988-01-01,1988-12-31
2730,844,1987,rider,1987-01-01,1987-12-31
2730,845,1986,rider,1986-01-01,1986-12-31
